"fig_id","description"
"fig-009261","Bright Pink Torso, White Legs, Medium Nougat Hair"
"fig-009262","White Torso, Dark Blue Legs, Tan Hair"
"fig-009263","Black Torso, Dark Blue Legs, Dark Orange Hair - Squared Glasses"
"fig-009264","Medium Blue Torso, Blue Legs, Dark Brown Hair"
"fig-009265","Orange Torso, Dark Tan Legs, Black Hair"
"fig-009266","Kid - White Torso, Dark Blue Legs, Dark Orange Hair"
"fig-009267","Green Torso, Red Legs, Reddish Brown Hair"
"fig-009268","Dark Tan Torso, Dark Tan Legs, Dark Brown Hair"
"fig-009269","Kid - White Torso, Dark Azure Legs, Dark Brown Hair"
"fig-009270","Dark Blue Torso, Dark Tan Legs, Red Cap"
"fig-009271","Olive Green Torso, White Legs, Red Cap"
"fig-009272","Kid - Blue Torso, Blue Legs, Medium Nougat Hair"
"fig-009273","Red Bathing Suit, Dark Brown Hair"
"fig-009274","White Torso, Blue/Yellow Legs, Reddish Brown Hair"
"fig-009275","Kid - Orange Torso, Medium Lavender Legs, Medium Nougat Hair"
"fig-009276","Construction Worker, Orange Safety Vest with Zipper over Reddish Brown Shirt, Dark Blue Legs, Red Hard Hat, Orange Safety Glasses"
"fig-009277","Train Worker, Orange Safety Vest with Train Logo over Olive Green Hoodie, Dark Bluish Gray Legs, Red Hard Hat with Ear Defenders, Goatee Beard"
"fig-009278","Train Worker, Orange Safety Vest with Train Logo over Olive Green Hoodie, Dark Bluish Gray Legs, Red Hard Hat, Beard"
"fig-009279","Man, Blue Overalls over White V-Neck Shirt, Red Hard Hat, Stubble and Scar (3626b Head)"
"fig-009280","Chef, Red Neckerchief, Black Legs, Glasses"
"fig-009281","Man, Open Dark Blue Jacket, Sand Blue Legs, Dark Orange Hair"
"fig-009282","Train Conductor, Dark Blue Suit with Tie and Train Logo, Dark Red Hat"
"fig-009283","Man, Green V-Neck Sweater, Blue Legs, Black Hair"
"fig-009284","Woman, Cardigan Tied with Bow and Necklace, White Legs, Dark Brown Hair"
"fig-009285","Man, Blue Jacket with Orange Stripes, Dark Blue Legs, Red Cap, Sunglasses"
"fig-009286","Train Worker, Orange Safety Vest with Train Logo over Olive Green Hoodie, Dark Bluish Gray Legs, Red Hard Hat, Brown Beard"
"fig-009287","Train Worker, Woman, Orange Safety Vest with Train Logo over Olive Green Hoodie, Light Bluish Gray Legs, Red Cap with Ear Defenders"
"fig-009288","Man, Green Overalls over Red Shirt, Green Cap, Goatee Beard"
"fig-009289","Man, Blue Jacket over Dark Red Shirt, Dark Tan Legs, Black Legs"
"fig-009290","Train Conductor, Dark Blue Suit with Tie and Train Logo, Dark Red Hat, Goatee Beard"
"fig-009291","Reporter, Red Jacket, Black Legs, Dark Orange Hair"
"fig-009292","Man, Blue Overalls over White V-Neck Shirt, Blue Cap, Beard and Glasses"
"fig-009293","Woman, Blue Overalls over White V-Neck Shirt, Blue Cap"
"fig-009294","Man, Dark Blue Pinstripe Suit with Gold Tie, Dark Tan Hair"
"fig-009295","Man, Blue Jumpsuit with Octan Logo, Dark Red Cap"
"fig-009296","Man, Open Orange Jacket over Light Blue Shirt, Reddish Brown Hair"
"fig-009297","Policeman, Medium Blue Shirt with Badge and Tie, Black Cap, Beard"
"fig-009298","Woman, Cardigan Tied with Bow and Necklace, Dark Tan Legs, Black Hair"
"fig-009299","Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Dark Tan Legs, Blue Cap"
"fig-009300","Construction Worker, Orange Overalls over Blue Sweater, Red Cap, Silver Sunglasses"
"fig-009301","Woman, Cardigan Tied with Bow and Necklace, Light Bluish Gray  Legs, Dark Brown Hair"
"fig-009302","Man, Blue Overalls over White V-Neck Shirt, Red Cap, Glasses, 3626bpr0646 Head"
"fig-009303","Man, Dark Blue Plaid Shirt, Blue Legs, Dark Brown Hair (3626b Head)"
"fig-009304","Policeman, Black Jacket with Zipper and Badge, White Hat, Silver Sunglasses"
"fig-009305","Red Torso, Red Legs, Reddish Brown Hair"
"fig-009306","Luigi (Cars)"
"fig-009307","Girl, Orange Top, Short Red Legs, Medium Nougat"
"fig-009308","White Torso, Green Legs, Reddish Brown Hair, Female"
"fig-009309","Blue Torso, Reddish Brown Legs, Dark Orange Hair"
"fig-009310","Red Torso, Blue Legs, Reddish Brown Hair"
"fig-009311","Dark Blue Torso, Dark Tan Legs, Black Hair"
"fig-009312","Orange Torso, Dark Blue Legs, Dark BLuish Grey Cap"
"fig-009313","Kid - Red Torso, Green Legs, Dark Orange"
"fig-009314","Blue Torso, Olive Green Legs, Dark Red Cap"
"fig-009315","Blue Torso, Tan Legs, Red Cap, Green Backpack"
"fig-009316","Driver - Blue Torso, Blue Legs, White Helmet"
"fig-009317","White Torso, Dark Blue Legs, Dark Green Cap"
"fig-009318","Kid - White Torso, Blue Legs, BLue Cap"
"fig-009319","Medium Nougat Torso, Medium BLue Legs, Black Hair"
"fig-009320","Green Torso, Dark Tan Legs, Dark Brown Hair"
"fig-009321","Kid - Orange Torso, Dark Azure Legs, Lime Cap"
"fig-009322","Medium Lavender, Dark Purple, Dark Orange Hair"
"fig-009323","White Torso, Classic Space Figure, Dark Blue Legs, Tan Hair"
"fig-009324","Kid - Bright Pink Torso, Medium Lavender Legs, Reddish Brown Hair"
"fig-009325","Orange Torso, Dark Blue Legs, Tan Hair"
"fig-009326","White Torso, Medium Azure Legs, Reddish Brown Hair"
"fig-009327","Kid - White Torso, Red Legs, Medium Nougat Hair"
"fig-009328","Chef, Red Neckerchief, Dark Blue Legs, Butchers Hat"
"fig-009329","Bright Pink Hair, Blue Legs, Reddish Brown Hair"
"fig-009330","Medium Blue Torso, Medium Blue Legs, Dark Red Hair"
"fig-009331","White Torso, Orange Legs, Black Hair"
"fig-009332","Dark Azure Torso, Tan Legs, Red Cap"
"fig-009333","Tan Torso, Black Legs, Pilot Cap, Moustache"
"fig-009334","Kid - White Torso, Dark Azure Legs, Red Cap"
"fig-009335","Dark Blue Torso, Dark Green Legs, Dark Orange Hair"
"fig-009336","Dark Blue Torso, Suit, Dark Blue Legs, Medium Nougat Hair"
"fig-009337","Orange Torso, Medium Blue Legs, Reddish Brown Hair"
"fig-009338","Kid - White Torso, Green Legs, Dark Green Cap"
"fig-009339","Dark Azure Torso, Dark Blue Legs, Dark Brown Hair"
"fig-009340","Pirate - Blue Torso, Dark Tan Legs, Red Cap"
"fig-009341","Bright Pink Torso, Dark Purple Legs, Dark Orange Hair"
"fig-009342","Kid - Dark Azure Torso, Medium Lavender Legs, Medium Nougat Hair"
"fig-009343","Red Torso, Dark Green Legs Dark Brown Hair"
"fig-009344","Dark Blue Torso, Dark Tan Legs, Black Hair"
"fig-009345","Orange Torso, Dark Blue Legs, Reddish Brown Hair"
"fig-009346","Red Torso, Medium Blue Legs, Bright Light Yellow Hair"
"fig-009347","White Torso, Dark BLue Legs, Dark Orange Hair"
"fig-009348","Kid - White Torso, Green Legs, Dark Brown Hair"
"fig-009349","Red Torso, Dark Tan Legs, Light Bluish Grey Hair"
"fig-009350","Dark Azure Torso, Dark Blue Legs, Dark Red Cap"
"fig-009351","Kid - White Torso, Blue Legs, BLue Cap"
"fig-009352","Dark Bluish Grey Torso, Dark Blue Legs, Dark Orange Hair"
"fig-009353","Kid - Blue Torso, Light Bluish Grey Legs, Red Cap"
"fig-009354","Kid - Orange Torso, Dark Blue Legs, Dark Brown Hair"
"fig-009355","Kid - White Torso, Dark Purple Legs, Dark Brown Hair"
"fig-009356","Pilot - Dark Blue Torso, Dark Blue Legs, Black Helmet"
"fig-009357","Kid - Red Torso, Dark Tan Legs, Dark Blue Cap"
"fig-009358","Green Torso, Dark Blue Legs, Dark Brown Hair"
"fig-009359","Worker - Blue Torso, Orange Overall, Dark Brown Hair"
"fig-009360","Light Bluish Grey Torso, Light Bluish Grey legs, Dark Red Hat"
"fig-009361","Kid - Red Torso, Dark Blue Legs, Dark Orange Hair"
"fig-009362","White Torso, Blue Legs, Black Hair"
"fig-009363","White Torso, Orange Legs, Reddish Brown Hair"
"fig-009364","Orange Torso, Red Legs, Dark Brown Hair"
"fig-009365","White Torso, Blue Legs, Dark Orange Hair"
"fig-009366","Blue Torso, Red Legs, Red Cap"
"fig-009367","White Torso, Blue Legs, Blue Cap"
"fig-009368","White Torso, Green Legs, Reddish Brown Hair, Female"
"fig-009369","Red Torso, Black Legs, Bright Light Yellow Hair"
"fig-009370","Statue - Gold Wings"
"fig-009371","Chef - White Torso, Red Legs, BLue Cap"
"fig-009372","Medium Blue Torso, Orange Legs, Reddish Brown Hair"
"fig-009373","Worker - Blue Torso, Blue Legs, Lime Cap"
"fig-009374","Red Torso, Green Overall, Dark Brown Hair"
"fig-009375","Red Torso, Blue Legs, Reddish Brown Hair"
"fig-009376","Lime Torso, Dark Bluish Grey Legs, Dark Orange Hair"
"fig-009377","Police - Black Torso, Black Legs, Black Helmet"
"fig-009378","Red Torso, Red Legs, Tan Hat"
"fig-009379","Kid - Orange Torso, Blue Legs, Black Hair"
"fig-009380","Blue Torso, Red Legs, Red Cap"
"fig-009381","Worker - Orange Torso, Black Legs, Black Cap"
"fig-009382","White Torso, Red Legs, Reddish Brown Hair"
"fig-009383","Dark Purple Torso, White Legs, Dark Orange Hair"
"fig-009384","Orange Torso, Red Legs, Reddish Brown Hair"
"fig-009385","White Torso, Red Legs, Dark Brown Hair"
"fig-009386","Medium Blue Torso, Blue Legs, Dark Orange Hair"
"fig-009387","Shadow Knight, Speckle Black-Silver Helmet and Armor"
"fig-009389","King Mathias, Gold Armor, Gold Crown"
"fig-009390","Shadow Knight, Speckle Black-Silver Helmet"
"fig-009391","Mr. Freeze with Pearl Dark Gray Outfit"
"fig-009392","Nightwing with Dark Blue Eyemask"
"fig-009393","Man-Bat, White"
"fig-009394","Batgirl, Dark Bluish Gray Suit, Blue Eyemask"
"fig-009395","Batman, Dark Bluish Gray Suit, Black Cape and Cowl, Black Head, Dark Bluish Gray Legs, Gold Trim Batman Logo (19185 Cape)"
"fig-009396","Bronze Tiger"
"fig-009397","Captain Marvel, Red Helmet with Mohawk"
"fig-009398","War Machine, Black Outfit with Neck Bracket"
"fig-009399","Worker, Blue Jacket with Orange Stripes, Blue Legs, Blue Cap, Goatee Beard"
"fig-009400","Man, Black Vest over White Shirt with Tie, Black Legs, Black Hair, Stubble"
"fig-009401","Woman, Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Reddish Brown Hair"
"fig-009402","Man, Green V-Neck Sweater, Dark Blue Legs, Dark Brown Hair, Glasses"
"fig-009403","Construction Worker, Orange Overalls over Blue Sweater, Red Cap"
"fig-009404","Man, Black Suit and Tie, Black Hat, Beard"
"fig-009405","Man, White and Blue Hoodie, Blue Legs, Dark Brown Hair"
"fig-009406","Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Green Legs, Black Cap, Goatee Beard"
"fig-009407","Woman, Dark Bluish Gray Jacket with Magenta Scarf, Blue Legs, Reddish Brown Hair"
"fig-009408","Boy, White and Blue Hoodie, Short Light Bluish Gray Legs, Red Cap (3626b Head)"
"fig-009409","Man, Blue Overalls over Shirt, Blue Legs, Black Cap, Glasses"
"fig-009410","Man, Blue and White Striped Overalls, Red Cap, Goatee Beard"
"fig-009411","Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Cap, Silver Sunglasses"
"fig-009412","Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Helmet with Visor, Beard"
"fig-009413","Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Black Helmet with Visor, Orange Sunglasses"
"fig-009414","Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Blue Cap, Goatee Beard"
"fig-009415","Worker, Blue Jacket with Orange Stripes, Blue Legs, Dark Orange Hair, Glasses"
"fig-009416","Worker, Blue Jacket with Orange Stripes, Blue Legs, Black Hair"
"fig-009417","Man, Red Jacket with Classic Space Logo, Red Cap, Stubble"
"fig-009418","Chef, Woman, Red Neckerchief, Light Bluish Gray Legs, Reddish Brown Hair, 3626bpr0043 Head"
"fig-009419","Man, Green Overalls, Blue Cap, Stubble (4485 Cap)"
"fig-009420","Man, Dark Blue Plaid Shirt, Light Bluish Gray Legs, Black Hair"
"fig-009421","Boy, Red Top, Short Light Bluish Gray Legs, Light Bluish Gray Helmet"
"fig-009422","Man, Black Suit and Tie, Black Hat"
"fig-009423","Woman, Open Green Flannel Shirt, Dark Green Legs, Red Cap with Hair"
"fig-009424","Pilot, Medium Blue Jacket, Dark Bluish Gray Legs, White Helmet with Visor, Stubble"
"fig-009425","Bus Driver, Dark Blue Suit with Train Logo, Dark Tan Hair, Beard"
"fig-009426","Girl, Open Bright Light Blue Hoodie over Dark Purple Shirt with Star, Short Medium Lavender Legs, Dark Brown Hair"
"fig-009427","Man, Open Dark Azure Hoodie over Lime Shirt, Red Legs, Light Bluish Gray Helmet"
"fig-009428","Woman, Red and White Letterman Jacket, Sand Blue Legs, Medium Nougat Hair"
"fig-009429","Man, Medium Nougat Argyle Sweater, Dark Red Legs, Moustache and Glasses"
"fig-009430","Woman, Green and White Jacket with Zipper, Light Bluish Gray Legs, Reddish Brown Hair, Glasses"
"fig-009431","Chef, Red Neckerchief, Black Legs, Reddish Brown Hair, Moustache"
"fig-009432","Woman, Bright Light Blue Hoodie, White Legs, Dark Brown Hair"
"fig-009433","Worker, Blue Jacket with Orange Stripes, Dark Bluish Gray Legs, Dark Blue Cap"
"fig-009434","Chef, Red Neckerchief, Red Legs, Red Cap"
"fig-009435","Barista, Woman, White Torso, Reddish Brown Apron, Reddish Brown Hair, Glasses"
"fig-009436","Pilot, Blue Jacket, White Legs, Blue Helmet with Visor, Sunglasses"
"fig-009437","Spaceman, Green and White (LEGO Store Statue)"
"fig-009438","Knight, Blue and White (LEGO Store Statue)"
"fig-009439","Pizza Delivery Man, Red and White Polo Shirt, Green Legs, Red Helmet with Visor"
"fig-009440","Boy, Floating Classic Spaceman on Shirt, Short Light Bluish Gray Legs, Red Cap"
"fig-009441","Train Conductor, Dark Blue Suit with Tie and Train Logo, Dark Red Hat, Glasses (3626c head)"
"fig-009442","Woman, Dark Bluish Gray Jacket with Magenta Scarf, White Legs, Black Ponytail Hair"
"fig-009443","LEGO Store Employee, LEGO Logo on Back, Red Cap, Stubble"
"fig-009444","LEGO Store Employee, LEGO Logo on Back, Reddish Brown Hair, Beard and Glasses"
"fig-009445","Man, Blue Overalls over Shirt, Blue Legs, Blue Cap, Goatee Beard"
"fig-009446","Girl, Cardigan Tied with Bow and Necklace, Tan Legs, Reddish Brown Hair"
"fig-009447","Chef, Woman, Red Neckerchief, Light Bluish Gray Legs, Reddish Brown Ponytail Hair, 3626bpr0892 Head"
"fig-009448","Man, Green Overalls, Blue Cap, Stubble (86035 Cap)"
"fig-009449","Knight Statue"
"fig-009450","Man, Black Vest and Tie, Light Bluish Gray Legs, Dark Brown Hair"
"fig-009451","Chef, Red Neckerchief, Dark Bluish Gray Legs, Beard"
"fig-009452","Construction Worker, Orange Jacket with Zipper and Reflective Stripes, Orange Legs, Red Hard Hat, Stubble"
"fig-009453","Woman, Green Overalls over Red Paid Shirt, Red Cap with Ear Defenders"
"fig-009454","Man, Blue Overalls over Shirt, Blue Legs, Orange Cap, Safety Glasses and Goatee Beard"
"fig-009455","Boy, White and Blue Hoodie, Short Blue Legs, Lime Cap (3626c Head)"
"fig-009456","Racer, Woman, Black, Red, and White Jacket, Red Legs, Red Helmet with Visor"
"fig-009457","Racer, Dark Blue Jumpsuit with Octan E Logo, White Helmet with Visor"
"fig-009458","Doctor - White Legs, Black Hair"
"fig-009459","Medium Blue Torso, White Legs, Reddish Brown Hair"
"fig-009460","Chef - White Torso, Black Legs"
"fig-009461","Worker - Orange Torso, BLue Legs, Red Helmet"
"fig-009462","Black Torso, Orange Legs, Black Cap"
"fig-009463","Dark Blue Torso, White Legs, Black Hair"
"fig-009464","Blue Torso, Black Legs, Black Hair"
"fig-009465","Black Torso, Reddish Brown Legs, Reddish Brown Hair"
"fig-009466","Blue Torso, Tan Legs, Lime Cap"
"fig-009467","Red Torso, White Legs, Black Hair"
"fig-009468","Doctor - White Legs, Red Hair"
"fig-009469","Red Torso, Black Legs, Black Hair"
"fig-009470","Black Torso, Red Legs, Red Helmet"
"fig-009471","White Torso, White Legs, Red Helmet"
"fig-009472","Woman, Red Torso, Red Legs,  Brown Hair (3626a Head)"
"fig-009473","White Torso, Blue Legs, Red Cap (3626a Head)"
"fig-009474","Black Torso, White Legs, White Cap"
"fig-009475","Blue Torso, Light Grey Legs, Blue Hat"
"fig-009476","Red Torso, Red Slope for Dress, Reddish Brown Hair"
"fig-009477","Astronaut - White Torso and Legs, Plain, Gold Visor, Female"
"fig-009478","Soldier - Dark Red Torso, Dark Red Legs, Flat Silver Helmet"
"fig-009479","Droid"
"fig-009480","Elf - Dark Purple Torso, Medium Lavender Legs, Green Hat"
"fig-009481","Goblin - Bright Pink Torso, White Legs, Magenta Hat"
"fig-009482","Dark Blue Torso, Reddish Brown Legs, Reddish Brown Hat"
"fig-009483","Red Torso, Red Slope for Dress, Black Hair"
"fig-009484","White Torso, Dark Purple Legs, Dark Purple Ninja Wrap"
"fig-009485","Black Torso, Light Bluish Grey Legs, Ninja Wrap"
"fig-009486","White Torso, White Slope for Dress, White Hair"
"fig-009487","Red Torso, Blue Legs, Black Hair, Black Cape"
"fig-009488","Medium LAvender Torso, Dark Purple Legs, Black Witch Hat"
"fig-009489","Dark Red Torso, Dark Red Legs, Black Hair"
"fig-009490","Max"
"fig-009491","Mia"
"fig-009492","White Torso Octan, Blue Legs, Blue Cap"
"fig-009493","White Torso, Red Legs, Black Hair, Freckles"
"fig-009494","White Torso Octan, White Legs, Black Hair, Female"
"fig-009495","White Torso with Surfboard, Green Legs, Red Cap (3626c Head)"
"fig-009496","White Torso with Flowers, Orange Legs, Black Hair (3626c Head)"
"fig-009497","Bright Light Blue Torso, Bright Light Orange Legs, Dark Brown Hair"
"fig-009498","Dark Azure Torso, Black Legs, Black Hair"
"fig-009499","White Torso, Blue Legs, Black Hair"
"fig-009500","Police - Medium Blue Torso, Dark Blue Legs, Dark Blue Cap"
"fig-009501","Light Bluish Grey Torso, Reddish Brown Legs, Reddish Brown Hair"
"fig-009502","Blue Torso, Sand Blue Legs, Black Hair"
"fig-009503","Blue Torso, Sand Blue Legs, Reddish Brown Hair"
"fig-009504","Red Torso, White Legs, reddish Brown Hair"
"fig-009505","Red Torso, White Legs, Black Cap"
"fig-009506","Sand Blue Torso, Blue Legs, Black Hair"
"fig-009507","Sand Blue Torso, Blue Legs, Light Bluish grey Hair"
"fig-009508","White Torso, Red Legs, Reddish Brown Hair"
"fig-009509","White Torso, Red Legs, Black Hair"
"fig-009510","Black Torso, White Legs, Reddish Brown Aviator Cap, Skis, Female"
"fig-009511","White Torso, Black Legs, Black Aviator Cap, Skis, Female"
"fig-009512","Black Torso, White Legs, Black Aviator Cap, Skis, Male"
"fig-009513","White Torso, Black Legs, Reddish Brown Aviator Cap, Skis, Male"
"fig-009514","Nature's Fury, Woman"
"fig-009515","Nature's Fury, Girl"
"fig-009516","Nature's Fury, Man"
"fig-009517","White Torso, Medium Blue Legs, Reddish Brown Hair"
"fig-009518","Red Torso, Black Legs, Black Hair"
"fig-009519","Astronaut - White Torso and Legs, Black Backpack"
"fig-009520","Astronaut - White Torso and Legs, Neck Bracket, Glasses"
"fig-009521","Astronaut - White Torso and Legs, Tans-Black Visor, Female"
"fig-009522","Astronaut - White Torso and Legs, Tans-Black Visor, Male"
"fig-009523","Astronaut - Orange Torso and Legs, Tans-Black Visor, Male"
"fig-009524","Astronaut - Orange Torso and Legs, Tans-Black Visor, Female"
